dataset,best_params,RMSE_test,NMSE_test,MAE_test,Time,Expression,Fold,Rep
towerData,"{'expolim': 2, 'max_terms': 10}",29.05006040434453,22.37311048589177,0.007193830696167439,10279.562488555908,5453396048597.824*sqrt.abs(x1^3 * x2^-2 * x4^2 * x5^-2 * x6^-1 * x7^2 * x10^-3 * x11^-3 * x12^-2 * x13^-2 * x16 * x18^2 * x20^-2 * x21^2 * x22^-1 * x23^-1 * x24) + -128337553.136154*id(x0^-3 * x1 * x2^-1 * x3^-1 * x4^-1 * x5^-3 * x6^3 * x7^-3 * x8^-1 * x9^-1 * x10 * x11^-1 * x12^-1 * x13^-1 * x14^3 * x15^-1 * x16^2 * x17^-1 * x19^2 * x20^-1 * x21 * x22^-1 * x24) + -1082.124184*log(x0^2 * x3^-2 * x4^-2 * x5 * x6^-1 * x7^-1 * x8^-2 * x9^-1 * x10^-2 * x11^2 * x12^2 * x13^-2 * x14^2 * x15^-1 * x19^-1 * x20^2 * x21^-2 * x22 * x24^-2) + 85.847967*exp(x0^-1 * x3^2 * x4^-1 * x5^-2 * x6 * x7 * x8^2 * x9 * x12^-1 * x13^2 * x14^-3 * x15 * x20^-1 * x21^2 * x22^-3 * x24^2) + 1654.816993*log(x14) + 47.298807*log(x0 * x5^2 * x10^-2 * x12 * x14^2 * x20^-3 * x22^2) + -1102.051047*log(x0^-1 * x3^2 * x4^2 * x5^-2 * x6 * x7 * x8^2 * x9 * x10^2 * x12^-1 * x13^2 * x14^-1 * x20^-1 * x21^2 * x22^-2 * x24^2) + 137898.585806*sqrt.abs(x0 * x3^-1 * x4^-1 * x5^2 * x6^-2 * x7^-2 * x8^-1 * x9^-2 * x10^-2 * x12^3 * x13^-1 * x14^2 * x17^-2 * x20 * x21^-1 * x22^2 * x23^-2 * x24^-1) + 2803.7548788831996,0,2
towerData,"{'expolim': 2, 'max_terms': 4}",28.20577798705523,21.95152471044014,0.006792286092673613,10240.077341556547,-32.461965*cos(x0 * x1 * x2^-1 * x3^-1 * x4 * x5^-1 * x6^-1 * x9 * x12^-1 * x13 * x14^-1 * x15^2 * x16^-2 * x19^2 * x20^2 * x21^-1 * x24^-3) + 429.393688*log(x1^2 * x3^2 * x4^2 * x5^-1 * x6^-1 * x7 * x8^-1 * x9^2 * x11^-2 * x12^-1 * x13 * x14^3 * x15 * x16 * x18^-2 * x19 * x20^-1 * x21^-2 * x22^2 * x23^-2 * x24^-2) + 96.088164*tanh(x1^-1 * x3^-2 * x7^3 * x10^-2 * x14^-1 * x16^2 * x19^-2 * x20^2 * x21^2 * x22^-1 * x23) + 232.878607*tanh(x0^-2 * x2^2 * x7^2 * x8^-1 * x10 * x11^-2 * x12^-1 * x13^-1 * x14^2 * x17 * x20^-1 * x22 * x24^-1) + -4251762639625.026*sin(x3^-1 * x4^-1 * x9^-2 * x10^2 * x12^2 * x13^-2 * x14^-1 * x15^-1 * x19^-1 * x20^-3 * x21^2 * x23^-2) + -426.415286*log(x0^2 * x1^2 * x2^-1 * x3^2 * x4^2 * x5^-1 * x6^-1 * x9^2 * x10^-2 * x12 * x13^2 * x14^2 * x15 * x16 * x18^-2 * x21^-2 * x23^-2 * x24^-1) + -23.127935*log(x0^-2 * x1^-2 * x2 * x3^2 * x4^-1 * x5 * x6^3 * x10 * x12^-1 * x13^-1 * x14^2 * x16^2 * x20^-1 * x21^-1 * x23^2 * x24^-1) + 4322503070.274394*exp(x0^3 * x2^-2 * x3^2 * x4 * x5^-2 * x6^-3 * x8^-2 * x10^-1 * x11^2 * x13^-1 * x14^-3 * x15^2 * x17^-3 * x18 * x19^2 * x20^3 * x21^-2 * x22 * x23^-1) + -4322499893.834741,0,3
towerData,"{'expolim': 3, 'max_terms': 8}",26.182984023368807,19.880196741428605,0.005865611536793002,10130.225943803787,-4036.823119*log(x0^-1 * x11^-1 * x15^-2 * x20^2 * x22^2) + -4943.489104*log(x0^2 * x2^-2 * x3^-1 * x8^-2 * x11^2 * x12^2 * x20 * x22^-2) + 61673.317377*exp(x2^-2 * x3^-1 * x4 * x5^3 * x8^-2 * x15^-2 * x20^2) + -159.064916*log(x0 * x4^-3 * x5^2 * x11 * x15 * x20^-1 * x23^3) + 4491.047963*log(x0 * x2^-2 * x3^-1 * x8^-2 * x11) + 19835870.570018*sqrt.abs(x0^2 * x4 * x5^-1 * x12^-3 * x15^-3 * x19 * x20 * x22^-1) + 106.637943*sqrt.abs(x0^-2 * x2^2 * x3 * x4^-1 * x8^2 * x11^-2 * x12^-1 * x15 * x22) + -39.507412*id(x2^-1 * x3^2 * x4^-1 * x5^-1 * x8 * x11^-1 * x15 * x20^-1 * x22^2) + 5396.708490626577,0,4
towerData,"{'expolim': 2, 'max_terms': 6}",29.366834762583647,22.933197846599732,0.007361679040233272,10198.930219173431,-95.951119*log(x0 * x2^2 * x3^-2 * x4^2 * x5^-2 * x7^-1 * x12 * x13^2 * x16^2 * x19^-1 * x20^2 * x21^2 * x22^-1 * x23^-1 * x24^-1) + 274.555041*log(x0^-1 * x1^-2 * x3^-2 * x5 * x6^2 * x8^2 * x10^-1 * x11^-1 * x12^-3 * x15^-1 * x17^-1 * x19^2 * x22^2 * x23^-1) + -106.674168*log(x0^2 * x1 * x2^-1 * x4^-1 * x5^2 * x6^2 * x7^2 * x8^-1 * x10^2 * x11^2 * x13^-1 * x14^-1 * x15^-2 * x16^-1 * x17^2 * x19^-1 * x20^-1 * x21^-1 * x22 * x23 * x24^2) + 2433891.54349*id(x0^2 * x1^-1 * x2^2 * x3^-2 * x4^2 * x5^-2 * x7^-1 * x8^-1 * x9^-1 * x10^-2 * x11^-1 * x12 * x13^-1 * x14^-1 * x15^2 * x16^-1 * x19^2 * x20^-1 * x21^-1 * x23^2 * x24^-1) + 0.126509*sqrt.abs(x0^2 * x1^-1 * x5 * x6^3 * x9^-1 * x10^2 * x11^-1 * x12^-2 * x16^-1 * x19^2 * x22^-1 * x23^-1) + 14.222993*sqrt.abs(x0^-3 * x1^-1 * x3^2 * x4^-3 * x5 * x6^-3 * x7^-3 * x8 * x9 * x10 * x12^-3 * x13^-1 * x14^2 * x15 * x16^2 * x17^2 * x20^2 * x21^2 * x23^-2 * x24^3) + -185.611137*log(x1^-2 * x2^-1 * x3^-1 * x4^-1 * x5^2 * x6^-1 * x8^2 * x10^-1 * x12^2 * x13^-1 * x14^-1 * x15 * x16^-1 * x17^-1 * x19 * x20^-1 * x21^-1 * x22^-1 * x23^-1) + -201.414158*log(x0 * x1^-2 * x2 * x4 * x5^-1 * x6^-1 * x7^-1 * x8 * x10^-1 * x11^3 * x12^2 * x13 * x14^-1 * x16 * x17^-1 * x19 * x21 * x22^-2 * x23^-2 * x24^-1) + 6223.6792950077315,0,5
towerData,"{'expolim': 3, 'max_terms': 4}",26.79800261392301,19.923290650451268,0.006157509903295628,10247.35356259346,395.211199*log(x2^-2 * x5 * x7^-1 * x11^-2 * x13^-1 * x15^-1 * x16^-1 * x17^-1 * x19^-1 * x20^-2 * x22 * x23^-2) + 0.0*id(x0^-2 * x4^-1 * x5 * x13 * x19^3 * x22^2) + -164.684821*log(x0^-1 * x2 * x4^2 * x5^2 * x7^2 * x11^-2 * x13 * x15^2 * x16^2 * x17^2 * x19^2 * x20^-1 * x22^2 * x23^2) + -2589.330989*log(x2 * x7^2 * x11 * x12^2 * x13^2 * x16^2 * x17^2 * x19^2 * x22^2 * x23) + -2590.460496*log(x2^-1 * x7^-2 * x11 * x13^-2 * x15^-2 * x16^-2 * x17^-2 * x19^-2 * x20 * x22^-2 * x23^-1) + -743.027091*log(x0^-1 * x2^-2 * x4^-2 * x7^-1 * x11^2 * x13^-1 * x15^-1 * x16^-1 * x17^-1 * x19^-1 * x20 * x22 * x23^-1) + 11615.14541*exp(x1^-3 * x3^-1 * x4^2 * x6^-1 * x7^-3 * x8^-2 * x10^-2 * x11^-1 * x12^-3 * x13^2 * x14^3 * x15 * x16^-1 * x17^3 * x18 * x19^-2 * x20^2 * x21 * x23^2 * x24^-1) + 2451.144424*exp(x0^3 * x1 * x2^3 * x3^-3 * x4^-3 * x5^-3 * x6^-2 * x7^3 * x8^2 * x9 * x10^-3 * x11 * x12 * x13^-1 * x14^-1 * x15^2 * x16^-2 * x17^-3 * x18 * x20 * x22^2 * x23^2 * x24^-1) + 35107.149653011096,1,0
towerData,"{'expolim': 2, 'max_terms': 2}",28.833220561490965,21.073395239456442,0.007123563321596417,10078.185080051422,214.416068*log(x0 * x1 * x2 * x3^-2 * x5^2 * x6 * x7^-2 * x9^-1 * x10 * x11^2 * x12^-2 * x14^-2 * x16 * x17 * x19^-1 * x22 * x24^2) + -2119.90026*log(x0 * x11^2 * x12 * x13^-1 * x15^-2) + 38.202013*log(x1^-1 * x2^-2 * x3 * x4^-1 * x5^-2 * x6^-1 * x7^2 * x8^-2 * x9^2 * x11^-2 * x13^-1 * x14 * x15 * x16^-1 * x19 * x20^2 * x21 * x22^-1 * x24^-2) + -157.483636*log(x0^-2 * x1^-2 * x2^-2 * x3^2 * x5^-1 * x7^2 * x9 * x11^3 * x12^2 * x13^-1 * x14^-1 * x16^-2 * x19 * x20^3 * x22^-2 * x24^-1) + 78.589044*log(x2 * x3^3 * x4^2 * x9^2 * x11^2 * x12^2 * x14^-1 * x15 * x17^2 * x20^2 * x21^2) + -61.127541*log(x0^-1 * x1 * x2^2 * x3^-2 * x5^-1 * x6 * x8^-1 * x9^-1 * x11^2 * x12^2 * x14^-2 * x16 * x17^2 * x19^-1 * x20 * x22^-2 * x24^2) + 0.199287*sqrt.abs(x0^-1 * x2^-1 * x3^2 * x4^-3 * x7 * x9 * x10^2 * x13^-1 * x14^2 * x15^-3 * x17 * x19^3 * x20^-1 * x21^2) + 203.052811*log(x0^3 * x1^-2 * x2^2 * x5 * x6^-2 * x7^2 * x8 * x10^-2 * x11^-3 * x12^-1 * x13^-2 * x14^-2 * x15^2 * x16^-2 * x17^-2 * x19^-3 * x20^-2 * x21^-2 * x22^2 * x24^-1) + 13957.903512254517,1,1
towerData,"{'expolim': 3, 'max_terms': 8}",26.0462891163553,19.20367203877136,0.005812105530159851,10178.533915758133,-136.209026*log(x0 * x4^-1 * x6^-2 * x12 * x13^-3 * x19 * x22^-1 * x23 * x24) + -276.340186*log(x0 * x2^-1 * x12 * x19^-2 * x22^-3) + 2077.079135*log(x0 * x5 * x12^2 * x15^3 * x19) + 1754.395523*sqrt.abs(x0^-3 * x1^2 * x2^3 * x3^-3 * x4^-2 * x7^-1 * x8^2 * x9^2 * x10^-2 * x11^-1 * x12^2 * x13^-1 * x14^-2 * x15^-1 * x17^-3 * x18 * x19 * x20^-2 * x21 * x22^2 * x23^2 * x24^3) + 50668.325019*sqrt.abs(x0^-1 * x6^2 * x12^-1 * x19^-1) + 38.27716*log(x0^-1 * x5^-3 * x9^-2 * x12^2 * x13^-2 * x15^-2 * x19^-1 * x20^-2 * x21^-1 * x23^-2) + 0.0*sqrt.abs(x1^-3 * x2^-2 * x3^3 * x5^2 * x6^-1 * x7^3 * x8^2 * x9 * x10^3 * x11^-3 * x12^-1 * x13 * x14^-2 * x15 * x16^2 * x17 * x19^3 * x20^-2 * x21^2 * x22^-1 * x23) + 5376.207327*log(x6^-1 * x11^-3) + 18568.862697870212,1,2
towerData,"{'expolim': 3, 'max_terms': 2}",28.55261468897357,21.445395392350346,0.006990320353351461,10223.085939884186,448.016176*log(x0 * x3 * x5^-1 * x7^2 * x8 * x10^-2 * x12 * x13^-2 * x14 * x15^2 * x21^-3) + 192.41418*log(x0^2 * x1^2 * x2^-3 * x3 * x5^-1 * x7^2 * x8^2 * x9^2 * x10^-1 * x11^-2 * x12 * x14^2 * x15 * x20 * x21^2 * x22^-1) + 283.445372*log(x0^-2 * x2^3 * x3^2 * x5^-2 * x7^2 * x8^-2 * x10 * x11^-2 * x12^2 * x13^2 * x14^-1 * x21^3 * x22^-1 * x24) + 1124.227825*log(x1^-1 * x2 * x3^-1 * x5^2 * x7^-2 * x9^-1 * x10 * x11^-1 * x12^-3 * x13^2 * x15^2 * x20^-2 * x21^-1 * x22^2) + 217.137448*sqrt.abs(x0^-3 * x4^-3 * x5^3 * x6 * x11^-3 * x19^-1 * x20^2 * x21^2 * x22^-1 * x23 * x24^2) + 369.669477*log(x0^-1 * x1^2 * x2^-1 * x5^-2 * x6^-3 * x8^-1 * x9^2 * x10^2 * x14^-1 * x15^-2 * x20 * x21^3 * x22^-2) + -249.798239*log(x0^3 * x3 * x5^-1 * x7^2 * x8 * x10 * x11 * x12 * x14 * x19^-2 * x20^-3 * x24^-2) + 838.005063*id(x1 * x2^-2 * x3 * x5^-1 * x7^2 * x9 * x10^-2 * x11 * x12 * x13^-1 * x20^2 * x22^-1) + -1869.9300841130996,1,3
towerData,"{'expolim': 1, 'max_terms': 4}",28.6524110413165,21.3121700205618,0.0070388728581412185,10252.212167024612,1892.135302*log(x0^2 * x1^-1 * x2^-1 * x3 * x4^2 * x5^-2 * x7 * x9^2 * x13^3 * x14^-1 * x16^-1 * x17^2 * x19^2 * x24^-2) + 1434.715749*log(x0^-1 * x2^2 * x4^-1 * x5^2 * x6^2 * x8^2 * x9^-1 * x10^2 * x12^-1 * x13^-1 * x15^2 * x17^-2 * x19^-2 * x20^-3 * x22^-1 * x24^2) + 2699.474788*log(x0^-1 * x1 * x3^-1 * x4^-1 * x5 * x6^-1 * x7^-1 * x8^-1 * x9^-1 * x10^-1 * x12^-1 * x13^-1 * x14 * x15^-1 * x16 * x20 * x22 * x24) + 474.628845*log(x0^2 * x1^2 * x2^2 * x3^2 * x9^-1 * x10^-1 * x12^-2 * x14^2 * x15^2 * x16^2 * x17^-2 * x21^2 * x23^2) + 0.243918*sqrt.abs(x0^3 * x2^-1 * x3^-2 * x4^3 * x5^-1 * x6^-2 * x9^-1 * x10^-1 * x12^2 * x13^3 * x17^-1 * x19 * x20^-1 * x21^-2 * x22 * x23 * x24^-1) + -10355.396183*exp(x3^-1 * x4^-2 * x7^-1 * x11 * x12^-2 * x13^-2 * x15^2 * x17^-2 * x21^2 * x23^2) + -868.681924*log(x0^2 * x1^2 * x2^2 * x5 * x9^-1 * x14^2 * x15 * x16^2 * x19^-1 * x21 * x23 * x24) + -97787344.524294*sqrt.abs(x1^-1 * x2^-2 * x3^-2 * x4^-1 * x5^2 * x6^-1 * x7^-1 * x8^-1 * x12^-1 * x13^-1 * x14^-1 * x16^-1 * x19^2 * x20^2 * x21^-2 * x22^2 * x23^-2 * x24^2) + 20043.412352392963,1,4
towerData,"{'expolim': 1, 'max_terms': 2}",28.483091392618665,21.941629336879096,0.0069385669836698645,10213.57227230072,-676.002114*log(x0 * x1 * x2^-1 * x5 * x8^-1 * x9 * x10^-1 * x12 * x15^-1 * x16^-1 * x17^-1 * x19^-1 * x21 * x22 * x23) + 328.660885*log(x0^-2 * x1^-2 * x3^-2 * x5 * x6^-2 * x7^-2 * x8^-2 * x10^-2 * x13 * x14^-2 * x16 * x17^-2 * x19^-2 * x20^-2 * x21^-2 * x22 * x23^-2) + 0.112068*sqrt.abs(x0^2 * x5^2 * x6^-1 * x10^-1 * x13 * x16) + -0.0*sqrt.abs(x0^2 * x1 * x3 * x5^-2 * x6 * x7 * x8 * x10 * x14 * x17 * x19 * x20 * x21 * x22^-1 * x23^2) + -669.086721*log(x0^-2 * x1^-2 * x2^2 * x3^-1 * x5^-2 * x6^-1 * x7^-1 * x9^-1 * x11^3 * x13^2 * x14^-1 * x16 * x20^-1 * x21^-2 * x22^-2 * x23^-2) + 1.297103*sqrt.abs(x0^-3 * x1 * x3 * x6^2 * x7 * x8^-2 * x10^3 * x12^-2 * x13^-1 * x14 * x16^-1 * x17 * x19 * x20 * x21 * x22^-2) + 57297.285071*sqrt.abs(x0^-2 * x1^3 * x2^-2 * x3^-3 * x5^-2 * x7^-1 * x8^-1 * x9^3 * x10^-3 * x11^3 * x12^-2 * x13^2 * x14 * x15^-1 * x17^2 * x18 * x21^-3 * x22^3 * x23^2 * x24^-2) + 1502.145185*sqrt.abs(x0^-1 * x5^-1 * x13^-2 * x14^3 * x16^-2 * x23^2) + 7266.76195350157,1,5
towerData,"{'expolim': 1, 'max_terms': 2}",25.70527590403034,18.300258746650506,0.005616961050538013,10193.282325267792,-4290.978205*log(x0 * x5^2 * x10 * x12 * x15 * x22) + 2536.688905*log(x5 * x9 * x11^-2 * x12 * x13^-2 * x22^2) + -1023.604829*log(x0 * x2^-2 * x3^-1 * x6^2 * x7^-1 * x8^-1 * x9^2 * x10 * x11^-1 * x13 * x15 * x16^-1 * x17^-1 * x19^-1 * x22^-2 * x23^-1 * x24^-1) + -263.204412*log(x0 * x3^-2 * x6^3 * x7^-2 * x8^-2 * x9^2 * x10 * x11^-3 * x12 * x14^-3 * x15 * x16^-2 * x17^-2 * x19^-1 * x22^-2 * x23^-2 * x24^-2) + -3775.297945*log(x0^-1 * x2^-2 * x5^-2 * x10^-1 * x11^2 * x13^-2 * x15^-1 * x22) + 715835903.550664*sqrt.abs(x0 * x1^3 * x2^2 * x3^-2 * x4^3 * x5^2 * x6^-1 * x7^-2 * x8^-3 * x9 * x10^-2 * x11^-3 * x12^-1 * x13^-2 * x16^3 * x17^-2 * x18 * x20^-3 * x21 * x23^-2 * x24) + -773.140443*log(x0^2 * x3^2 * x6 * x7^2 * x8^2 * x10^2 * x12^-3 * x13 * x15^-3 * x16^2 * x17^2 * x22^-2 * x23^2 * x24^2) + 4135957.300751*id(x0^2 * x2^-3 * x3^-2 * x5^2 * x6 * x7^-2 * x8^-2 * x9^-3 * x10^2 * x11^-1 * x12^2 * x15^2 * x16^-2 * x17^-2 * x22^-2 * x23 * x24^-2) + 29915.67285700617,2,0
towerData,"{'expolim': 2, 'max_terms': 2}",26.241456897898818,19.595178041538848,0.005846352334414245,10210.84229016304,-8067.732979*log(x0^2 * x1 * x3^-1 * x4 * x5^-1 * x6 * x7^-2 * x8 * x9^-2 * x10^-2 * x13 * x16^-2 * x17 * x19^-2 * x20^-2 * x21^-2 * x22^-2 * x23) + -349.411453*log(x0^-1 * x1^2 * x3^2 * x4^2 * x6^2 * x8^2 * x11^-1 * x12^-2 * x13^2 * x14^-1 * x15^2 * x17^2 * x23^2) + -4937.949191*log(x0^-3 * x1^-1 * x3 * x4^-1 * x5 * x6^-1 * x7^2 * x8^-1 * x9^2 * x10^2 * x12^2 * x13^-1 * x15^-1 * x16^2 * x17^-1 * x19^2 * x20^2 * x21^2 * x23^-1) + 478.010534*log(x1^-1 * x3^2 * x4^-1 * x5^2 * x6^-1 * x7 * x8^-1 * x9 * x10 * x13^-1 * x15^-2 * x16 * x17^-1 * x19 * x20^-1 * x21 * x22 * x23^-1) + 935.282366*log(x3 * x5 * x7^2 * x9^2 * x10^2 * x12 * x15^-1 * x16^2 * x19^2 * x20^2 * x21^2 * x22^-2) + 39.874508*id(x1 * x2 * x3^-2 * x4^3 * x5^-3 * x6 * x7^-2 * x8 * x9^-1 * x10^-1 * x12^3 * x13 * x14^-2 * x15 * x16^-1 * x17 * x19^-1 * x20^-1 * x21^-1 * x22^-1 * x23) + 0.000122*id(x2^2 * x5^2 * x15^2 * x19 * x22^-3 * x23^-1) + -4305.72874*log(x1^-1 * x3 * x4^-1 * x5 * x6^-1 * x7^2 * x8^-1 * x9^2 * x10^2 * x12 * x13^-1 * x15^-1 * x16^2 * x17^-1 * x19^2 * x20^2 * x21^2 * x22^3 * x23^-1) + 24870.573146614504,2,1
towerData,"{'expolim': 2, 'max_terms': 10}",28.39923535435778,21.136892819983245,0.0068493531621348965,10313.543279647829,-690.198947*log(x1^-2 * x4^-2 * x8 * x9 * x10^-2 * x14 * x15^-2 * x16^-1 * x17 * x20 * x21^-2 * x22^-1 * x23^-2 * x24) + -543.70139*log(x0^2 * x3^2 * x8^-1 * x9^-1 * x11^2 * x12^2 * x14^-1 * x17^-1 * x19^2 * x20^-2) + -144.351571*log(x0 * x1^-2 * x3^2 * x4^-2 * x5^-2 * x8^2 * x9^2 * x10^-2 * x11 * x12 * x14 * x15^-2 * x16^-1 * x17^2 * x19 * x20^-2 * x21^-2 * x22^-1 * x23^-1 * x24^2) + 203231.487112*id(x0 * x2^-1 * x5^-2 * x10^-1 * x15^3 * x21^-1 * x24^-1) + -278.035541*log(x0 * x2^-1 * x3 * x8^-1 * x11 * x12 * x19 * x20^-1 * x23^2 * x24^-1) + 405.965758*log(x0^-1 * x1^-2 * x3^2 * x4^-2 * x5^-2 * x10^-2 * x11^-1 * x12^-2 * x14 * x15^-2 * x16^-1 * x19^-1 * x21^-2 * x22^-1 * x23^-1 * x24^2) + -414.869324*log(x0^-2 * x1^2 * x3^-2 * x4^2 * x5^-3 * x8^-1 * x9^-1 * x10^2 * x11^2 * x12^-2 * x14^-1 * x15^2 * x16 * x17^-1 * x19^-2 * x20^3 * x21^2 * x22^-2 * x23) + 45.563796*id(x2^2 * x3^-2 * x5 * x6^-3 * x8^2 * x9^3 * x11^-2 * x12^-2 * x14^-1 * x17^2 * x19^-2 * x20 * x21^2 * x24^2) + 16671.87564512238,2,2
towerData,"{'expolim': 1, 'max_terms': 2}",27.098869859892464,20.513983842319906,0.006253718138281423,10244.55147409439,-1193.32034*log(x0^-2 * x1^-2 * x3^-2 * x5^2 * x6^-2 * x8^2 * x11^-2 * x12^2 * x13^-3 * x15^-3 * x19^-1 * x20^2 * x22^-1 * x24^-2) + -2821.981125*log(x0 * x1 * x3 * x5^-1 * x6 * x8^-1 * x11^3 * x12^-1 * x13^2 * x15^-2 * x19^2 * x20^-1 * x24) + 371.584646*log(x0^-1 * x1 * x2^-1 * x3 * x5^2 * x6 * x8^-1 * x11^-1 * x12^-1 * x13^2 * x14^-3 * x15^-1 * x19^2 * x20^-2 * x23^-1 * x24) + 2090775589.8448*sin(x0^-1 * x2 * x3^-3 * x4^-3 * x5^-1 * x8 * x9^-2 * x10^-3 * x12^3 * x13 * x15^3 * x16^-3 * x20^3 * x21^-1 * x22^-3 * x23^2 * x24^-2) + -1e-06*id(x0 * x2 * x3^-1 * x4 * x5^2 * x9 * x10^-1 * x11 * x12^-1 * x13 * x14^-1 * x15^-2 * x16 * x17^3 * x19 * x20^-1 * x21^-1 * x22^-1 * x23 * x24) + 32.38334*log(x1^-1 * x2^2 * x3^-1 * x4^3 * x6^-1 * x8^-1 * x9^-1 * x10 * x11^-1 * x12^-1 * x13 * x15^2 * x19 * x21^-1 * x22^-1 * x23^2 * x24^2) + 180433339.068983*tanh(x0^-2 * x2^-2 * x3 * x4^-1 * x5^2 * x6 * x9 * x10 * x11^-1 * x13^-1 * x15^-1 * x19^-2 * x20^2 * x21^2 * x22^-2 * x23^-2 * x24^2) + 36.392916*log(x0 * x1^3 * x2 * x4^2 * x5^-1 * x6^-1 * x8^2 * x9 * x10^-1 * x11 * x12^-2 * x13^-1 * x14^-1 * x15^2 * x16^2 * x19^-1 * x20^2 * x21^-1 * x22^-1 * x23^2) + 15637.882698155398,2,3
towerData,"{'expolim': 3, 'max_terms': 4}",26.613174399527477,19.519065658365946,0.006018460950596713,10259.031601190567,-1953.403863*log(x0^-1 * x2^-1 * x3^-1 * x7^-1 * x8^2 * x11^2 * x12^-1 * x13^-1 * x15^-2 * x16^2 * x17^-1 * x19^2 * x21 * x23^-1 * x24) + -2594.302342*log(x5^-1 * x6^-1 * x11^2 * x17^-2) + -1341.143692*log(x0^2 * x6^2 * x8^-2 * x11^2 * x16^-2 * x17^3 * x19^-2 * x21^-1 * x24^-1) + -10.929651*log(x0^-2 * x2^2 * x3^2 * x7^-3 * x8 * x11^-2 * x12^2 * x15^-1 * x16 * x17^-1 * x19 * x20^2 * x21^2 * x23^2 * x24^2) + 19410679663.31851*sin(x0^2 * x6^-2 * x11^-3) + 129.235229*log(x2 * x3 * x6^-1 * x7 * x12 * x13^3 * x15^-1 * x17^2 * x20^3 * x23^-3) + -615.948233*log(x0^2 * x6^-2 * x8^-2 * x10^-2 * x11^-2 * x16^-2 * x17^2 * x19^-2 * x20^2 * x21^-1 * x22^-2 * x24^-1) + -1071.057166*log(x2^2 * x3^2 * x5 * x6 * x7^2 * x11^-1 * x12^2 * x13^2 * x15^-2 * x17^2 * x23^2) + 13138.026109094597,2,4
towerData,"{'expolim': 2, 'max_terms': 2}",25.21714695050616,18.788915701470167,0.005403090527289793,10069.192496538162,-2578.715825*log(x0 * x1^2 * x2^-1 * x3^2 * x4^-1 * x5 * x6^2 * x7^2 * x9^2 * x10^2 * x12^3 * x13 * x14 * x15^-2 * x16^2 * x17^2 * x19^2 * x20^2 * x21^2 * x22 * x23 * x24^2) + 1.325212*id(x5^-2 * x11 * x12^-1 * x13^2 * x15^2 * x19^-1) + 258.706547*tanh(x0^2 * x2^-1 * x3^-2 * x4^-1 * x5^2 * x7^-2 * x9^-2 * x12^-2 * x16^-3 * x19^3 * x20^3) + 1683.112523*log(x0^2 * x1^2 * x2 * x3^2 * x4 * x5^2 * x6^2 * x7^2 * x9^2 * x10^2 * x12^2 * x13^-1 * x14^-1 * x16^2 * x17^2 * x19^2 * x20^3 * x21^2 * x23^-1 * x24^2) + -1849.689178*log(x5 * x11^3 * x12^2 * x15^-2 * x19^2) + -1786.44613*log(x0 * x1^-1 * x2^2 * x3^-1 * x4^2 * x5^-1 * x6^-1 * x7^-1 * x9^-1 * x10^-1 * x11^2 * x12 * x13^-2 * x14^-2 * x16^-1 * x17^-1 * x19 * x20^-1 * x21^-1 * x22^-2 * x23^-2 * x24^-1) + -502905197952366.56*sqrt.abs(x0^-3 * x2^2 * x3^-2 * x4^-2 * x6^-3 * x7^-2 * x8^-1 * x9^-2 * x12^-2 * x14 * x16^-1 * x19^-2 * x20^-2 * x21^2) + 485.634265*sqrt.abs(x5 * x11^-2 * x12^2 * x15^-2 * x19^2) + 76519.70699096686,2,5
towerData,"{'expolim': 3, 'max_terms': 6}",29.32245313262463,21.067147279538133,0.007346003282390542,10274.026396274568,457.875586*log(x2 * x5^3 * x11^-1 * x12^-2 * x13 * x20^2 * x21 * x24) + 307.778438*log(x0^-1 * x3^2 * x4^2 * x5 * x6^-1 * x7^-2 * x8^-1 * x9^2 * x10^2 * x11 * x12 * x13^-2 * x16^-1 * x17 * x19^-2 * x20^2 * x22^2 * x23^-1) + 529.285769*log(x2^-1 * x3^-2 * x4^-1 * x5^-2 * x6^-1 * x7^2 * x9^-1 * x10^-1 * x11^-3 * x12^-2 * x13^-1 * x14^2 * x15^2 * x16 * x17^-2 * x21^-1 * x23 * x24^-1) + 124.815704*log(x0^-2 * x3^-1 * x4 * x5^2 * x6 * x7^-2 * x8^-2 * x9 * x10^2 * x11^-2 * x12^2 * x13^-1 * x14^-1 * x15^-1 * x16^-1 * x17^2 * x19^-2 * x20^-1 * x22^3 * x23^-1) + 7.691252*log(x0^2 * x2^-2 * x3^2 * x4^-2 * x5^2 * x6 * x7^-1 * x9^-1 * x10^-2 * x11 * x14^2 * x15^-2 * x16 * x17^-2 * x20^2 * x21) + 0.00934*sqrt.abs(x0^-2 * x2^-1 * x3 * x5^2 * x10^2 * x11^2 * x12^2 * x13^-1 * x14^-2 * x15^-1 * x17 * x19^-3 * x20^-1 * x21 * x22^2 * x23 * x24) + 11220231.700174*sin(x0^-2 * x1^3 * x2^2 * x4 * x5^-3 * x6^-3 * x7^3 * x8^-1 * x9^3 * x11^-3 * x12 * x13 * x15^3 * x16^-1 * x19^-1 * x20^-3 * x21^-2 * x22^3 * x23 * x24^-3) + 235.258101*log(x0^-1 * x2^3 * x3^2 * x4^-1 * x5^2 * x6^-1 * x7^-1 * x8 * x9^-1 * x10^-1 * x11^-1 * x12^-1 * x13 * x14^-1 * x17^2 * x19 * x22^-1) + 6603.155043473807,3,0
